house_type,locality,city,area,beds,bathrooms,balconies,furnishing,area_rate,rent
"1 BHK Flat for Rent in Girgaon, Mumbai",Girgaon,Mumbai,300.0,1,1,0,Unfurnished,133.0,40000.0
1 BHK House for Rent in Banashankari Bangalore,Banashankari,Bangalore,424.0,1,1,0,Unfurnished,14.0,6000.0
"2 BHK Flat for Rent in Dahanukar Dahanukar Colony, Dahanukar A, Pune",Dahanukar A,Pune,950.0,2,2,2,Unfurnished,29.0,28000.0
"2 BHK Flat for Rent in Undri, Pune",Undri,Pune,800.0,2,2,0,Semi-Furnished,19.0,15000.0
"3 BHK Flat for Rent in Krishnarajapura, Bangalore",KR Puram,Bangalore,1200.0,3,2,0,Semi-Furnished,29.0,35000.0
4 BHK Villa for Rent in Budigere Bangalore,Budigere,Bangalore,3694.0,4,4,2,Semi-Furnished,22.0,80000.0
"3 BHK Flat for Rent in Megapolis Sangria Towers, Phase 3 Hinjewadi Rajiv Gandhi Infotech Park, Pune",Hinjewadi Phase 3,Pune,1200.0,3,3,2,Furnished,33.0,40000.0
"1 BHK Flat for Rent in Blue Ridge, Hinjawadi, Pune",Hinjewadi,Pune,510.0,1,1,0,Semi-Furnished,44.0,22500.0
"1 BHK Flat for Rent in Godrej The Trees Phase 2, Vikhroli East, Mumbai",Vikhroli East,Mumbai,480.0,1,1,0,Unfurnished,136.0,65500.0
"1 BHK Flat for Rent in Jyoti Complex, Goregaon East, Mumbai",Goregaon East,Mumbai,430.0,1,2,0,Unfurnished,65.0,28000.0
1 BHK House for Rent in Adugodi Bangalore,Adugodi,Bangalore,500.0,1,1,0,Semi-Furnished,22.0,11200.0
3 BHK House for Rent in C2 Block Janakpuri New Delhi,C2 Block Janakpuri,New Delhi,3400.0,3,2,0,Semi-Furnished,8.0,27000.0
"3 BHK Flat for Rent in Nirmal Lifestyle, Lal Bahadur Shastri Road, Mumbai",Lal Bahadur Shastri Road,Mumbai,1098.0,3,3,0,Unfurnished,44.0,48000.0
"4 BHK Flat for Rent in Defence Colony, New Delhi",Defence Colony,New Delhi,2200.0,4,4,2,Semi-Furnished,139.0,310000.0
"2 BHK Flat for Rent in Kurla West, Mumbai",Kurla West,Mumbai,925.0,2,2,0,Unfurnished,65.0,60000.0
1 BHK House for Rent in Hadapsar Pune,Hadapsar,Pune,500.0,1,1,0,Unfurnished,15.0,7500.0
2 BHK House for Rent in Sahakar Nagar Nagpur,Sahakar Nagar,Nagpur,750.0,2,1,2,Unfurnished,15.0,11000.0
"2 BHK Flat for Rent in Navkala Apartment, Patparganj, New Delhi",Patparganj,New Delhi,900.0,2,2,2,Semi-Furnished,29.0,26000.0
"3 BHK Flat for Rent in Defence Colony, New Delhi",Defence Colony,New Delhi,2412.0,3,3,3,Unfurnished,155.0,380000.0
"1 BHK Flat for Rent in Dwarka Mor, New Delhi",Dwarka Mor,New Delhi,450.0,1,1,0,Unfurnished,12.0,5500.0
1 BHK House for Rent in Manewada Nagpur,Manewada,Nagpur,650.0,1,1,0,Semi-Furnished,11.0,7000.0
"1 BHK Flat for Rent in Sector 7 Dwarka, New Delhi",Sector 7 Dwarka,New Delhi,450.0,1,1,0,Unfurnished,42.0,19000.0
"2 BHK Flat for Rent in Ravet, Pimpri Chinchwad, Pune",Ravet,Pune,1000.0,2,2,0,Furnished,16.0,16000.0
"2 BHK Flat for Rent in Paschim Vihar, New Delhi",Paschim Vihar,New Delhi,756.0,2,2,0,Unfurnished,27.77777777777778,21000.0
"3 BHK Flat for Rent in Sopan Baug Society, Ghorpadi, Pune",Sopan Baug Society,Pune,1625.0,3,2,0,Furnished,40.0,65000.0
"2 BHK Flat for Rent in Paradise Hills, Hingna Road, Nagpur",Hingna Road,Nagpur,800.0,2,2,0,Unfurnished,11.0,8500.0
"1 BHK Flat for Rent in Amar Jyoti, Hadapsar, Pune",Hadapsar,Pune,504.0,1,1,0,Semi-Furnished,30.0,15000.0
"4 BHK Flat for Rent in Bright Sky, Baner, Pune",Baner,Pune,2000.0,4,5,2,Furnished,53.0,110000.0
"3 BHK Flat for Rent in Krisala 41 Estera, Punawale, Pimpri Chinchwad, Pune",Punawale,Pune,1067.0,3,2,3,Unfurnished,21.0,22000.0
"3 BHK Flat for Rent in Royal Palms Estate, Mumbai",Royal Palms Estate,Mumbai,1105.0,3,3,0,Furnished,30.0,33000.0
1 BHK House for Rent in Sector 22 Rohini New Delhi,Sector 22 Rohini,New Delhi,550.0,1,1,0,Unfurnished,14.0,7500.0
"3 BHK Flat for Rent in 25 South, Prabhadevi, Mumbai",Prabhadevi,Mumbai,1565.0,3,4,0,Furnished,319.0,500000.0
4 BHK Villa for Rent in Budigere Bangalore,Budigere,Bangalore,1650.0,4,3,0,Semi-Furnished,30.0,50000.0
"3 BHK Flat for Rent in Paranjape Broadway, Wakad, Pune",Wakad,Pune,1200.0,3,3,3,Unfurnished,38.0,45000.0
"3 BHK Flat for Rent in DLF Capital Greens 1 and 2, New Moti Nagar, Kirti Nagar, New Delhi",New Moti Nagar,New Delhi,1500.0,3,3,3,Semi-Furnished,45.0,68000.0
"2 BHK Flat for Rent in First City, Mihan, Nagpur",Mihan,Nagpur,1387.0,2,2,0,Furnished,22.0,30000.0
"4 BHK Flat for Rent in L&T Emerald Isle Phase 2, Powai, Mumbai",Powai,Mumbai,2800.0,4,5,3,Furnished,134.0,380000.0
"2 BHK Flat for Rent in Godrej Infinity, Keshav Nagar Mundhwa, Pune",Keshav Nagar,Pune,850.0,2,2,2,Unfurnished,41.0,35000.0
"2 BHK Flat for Rent in Loni Kalbhor, Pune",Loni Kalbhor,Pune,900.0,2,2,0,Semi-Furnished,6.0,5500.0
"3 BHK Flat for Rent in Lodha Grandeur, Prabhadevi, Mumbai",Prabhadevi,Mumbai,1092.0,3,3,0,Semi-Furnished,160.0,180000.0
"3 BHK Flat for Rent in Kalpataru Aura, Nityanand Nagar Ghatkopar West, Mumbai",Nityanand Nagar Ghatkopar West,Mumbai,850.0,3,2,0,Furnished,124.0,110000.0
"3 BHK Flat for Rent in Rashmi Regency, Nalasopara East, Mumbai",Nalasopara East,Mumbai,1000.0,3,3,3,Unfurnished,16.0,16000.0
"3 BHK Flat for Rent in Kasavanahalli, Bangalore",Kasavanahalli,Bangalore,1820.0,3,3,4,Semi-Furnished,43.0,79000.0
"3 BHK Flat for Rent in Uday Park, South Extension, New Delhi",Uday Park,New Delhi,1700.0,3,4,0,Semi-Furnished,138.0,240000.0
"2 BHK Flat for Rent in Green Park Extension, New Delhi",Green Park Extension,New Delhi,1400.0,2,2,0,Furnished,46.0,65000.0
4 BHK House for Rent in Karawal Nagar New Delhi,Karawal Nagar,New Delhi,1500.0,4,2,0,Semi-Furnished,11.0,17000.0
"4 BHK Flat for Rent in Sector 23 Rohini, New Delhi",Sector 23 Rohini,New Delhi,2200.0,4,3,0,Semi-Furnished,23.0,50000.0
"2 BHK Flat for Rent in Kalpataru Yugdharma, Malad West, Mumbai",Malad West,Mumbai,800.0,2,2,0,Furnished,106.0,85000.0
"2 BHK Flat for Rent in Begur, Bangalore",Begur,Bangalore,930.0,2,2,0,Semi-Furnished,45.0,42000.0
"2 BHK Flat for Rent in Narendra Nagar, Nagpur",Narendra Nagar,Nagpur,900.0,2,2,0,Furnished,28.0,25000.0
"2 BHK Flat for Rent in Yashwin Encore, Wakad, Pune",Wakad,Pune,930.0,2,2,0,Semi-Furnished,32.0,30000.0
"1 BHK Flat for Rent in Tower 28, Malad East, Mumbai",Malad East,Mumbai,450.0,1,2,2,Furnished,100.0,45000.0
"1 BHK Flat for Rent in Stage 6th Banashankari, Bangalore",Banashankari stage 6,Bangalore,572.0,1,1,0,Semi-Furnished,44.0,25000.0
"3 BHK Flat for Rent in Shri Nidhi Apartment, Brhmanwada, Mumbai",Brhmanwada,Mumbai,1280.0,3,3,2,Furnished,125.0,160000.0
2 BHK House for Rent in Freedom Fighters Enclave New Delhi,Freedom Fighters Enclave,New Delhi,1350.0,2,2,0,Semi-Furnished,26.0,35000.0
"1 BHK Flat for Rent in Old Govindpura, New Delhi",Old Govindpura,New Delhi,400.0,1,1,0,Furnished,38.0,15000.0
"2 BHK Flat for Rent in Xrbia Hinjewadi, Hinjawadi, Pune",Hinjewadi,Pune,418.0,2,2,2,Furnished,38.0,16000.0
"3 BHK Flat for Rent in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar, New Delhi",Moti Nagar,New Delhi,1547.0,3,2,4,Semi-Furnished,39.0,60000.0
"3 BHK Flat for Rent in Shiv Kailasa, Mihan, Nagpur",Mihan,Nagpur,1390.0,3,3,0,Unfurnished,19.0,27000.0
"1 BHK Flat for Rent in Kothrud, Pune",Kothrud,Pune,370.0,1,1,0,Unfurnished,38.0,14000.0
1 BHK House for Rent in Somalwada Nagpur,Somalwada,Nagpur,400.0,1,1,0,Unfurnished,25.0,10000.0
"1 BHK Flat for Rent in Aya Nagar, New Delhi",Aya Nagar,New Delhi,485.0,1,1,0,Unfurnished,18.0,8500.0
"2 BHK Flat for Rent in Alpine, Kandivali East, Mumbai",Kandivali East,Mumbai,790.0,2,2,0,Unfurnished,82.0,65000.0
1 BHK House for Rent in Sinhgad Road Pune,Sinhgad Road,Pune,520.0,1,1,0,Semi-Furnished,13.0,7000.0
"2 BHK Flat for Rent in Bandra Kurla Complex – BKC, Bandra East, Mumbai",Bandra East,Mumbai,1000.0,2,2,0,Furnished,70.0,70000.0
3 BHK Villa for Rent in Wanadongri Nagpur,Wanadongri,Nagpur,1830.0,3,3,2,Unfurnished,5.0,10000.0
"3 BHK Flat for Rent in Shubham Enclave, Paschim Vihar, New Delhi",Shubham Enclave,New Delhi,2100.0,3,3,4,Unfurnished,21.0,45000.0
"2 BHK House for Rent in Chikku Lakshmaiah Layout, Adugodi Bangalore",Chikku Lakshmaiah Layout,Bangalore,700.0,2,2,0,Semi-Furnished,29.0,20000.0
3 BHK House for Rent in Gopasandra Sarjapura Road Bangalore,Gopasandra Sarjapura Road,Bangalore,7500.0,3,3,0,Furnished,80.0,600000.0
"1 BHK Flat for Rent in Avalon Avenue, Ram Nagar Tathawade, Pune",Ram Nagar Tathawade,Pune,500.0,1,1,0,Semi-Furnished,38.0,19000.0
"2 BHK Flat for Rent in Assotech Upkar Apartments, Mayur Vihar 1, New Delhi",Mayur Vihar 1,New Delhi,1100.0,2,2,2,Furnished,25.0,28000.0
"2 BHK Flat for Rent in Raheja Classique, Andheri West, Mumbai",Andheri West,Mumbai,800.0,2,2,0,Unfurnished,131.0,110000.0
"2 BHK Flat for Rent in Blue Roof Sera, Sus, Pune",Sus,Pune,800.0,2,2,0,Unfurnished,30.0,24000.0
"2 BHK Flat for Rent in Shree Vinayak Society, Vile Parle East, Mumbai",Vile Parle East,Mumbai,850.0,2,2,0,Unfurnished,106.0,90000.0
1 BHK House for Rent in Korba Mithagar Mumbai,Korba Mithagar,Mumbai,150.0,1,1,0,Unfurnished,2000.0,300000.0
"2 BHK Flat for Rent in Vinayak Nagar Kattigenahalli, Bangalore",Vinayak Nagar,Bangalore,750.0,2,2,2,Semi-Furnished,33.0,25000.0
"3 BHK Flat for Rent in Yeswanthpur, Bangalore",Yeswanthpur,Bangalore,1948.0,3,3,3,Semi-Furnished,26.0,50000.0
"4 BHK Flat for Rent in Anand Vihar, New Delhi",Anand Vihar,New Delhi,3240.0,4,4,2,Semi-Furnished,30.88888888888889,100000.0
"3 BHK Flat for Rent in Freedom Fighter Colony, New Delhi",Freedom Fighter Colony,New Delhi,1350.0,3,3,2,Semi-Furnished,26.0,35000.0
"1 BHK Flat for Rent in Janakpuri, New Delhi",Janakpuri,New Delhi,450.0,1,1,0,Furnished,44.0,20000.0
"3 BHK Flat for Rent in F Block Sahakar Nagar, Bangalore",F Block Sahakar Nagar,Bangalore,1580.0,3,3,3,Semi-Furnished,27.0,43000.0
"3 BHK Flat for Rent in Castle Peak, Chembur, Mumbai",Chembur,Mumbai,1350.0,3,3,6,Unfurnished,78.0,110000.0
"3 BHK Flat for Rent in Jangpura B, Jangpura, New Delhi",Jangpura,New Delhi,1650.0,3,3,2,Semi-Furnished,45.0,75000.0
"3 BHK Flat for Rent in Jakkur, Bangalore",Jakkur,Bangalore,1950.0,3,3,3,Semi-Furnished,41.0,80000.0
"1 BHK Flat for Rent in Karvenagar, Pune",Karve Nagar,Pune,550.0,1,1,0,Semi-Furnished,25.0,14000.0
"3 BHK Flat for Rent in Sunny Valley Apartments, Dwarka, New Delhi",Dwarka,New Delhi,1700.0,3,2,4,Semi-Furnished,24.0,40000.0
"2 BHK Flat for Rent in Tivri, Mumbai",Tivri,Mumbai,570.0,2,2,2,Unfurnished,30.0,17000.0
"2 BHK Flat for Rent in Shivaji Park, Mumbai",Shivaji Park,Mumbai,1280.0,2,2,0,Furnished,141.0,180000.0
"3 BHK Flat for Rent in Mantra Insignia Phase 3, Keshav Nagar Mundhwa, Pune",Keshav Nagar,Pune,980.0,3,3,3,Semi-Furnished,37.0,36000.0
"4 BHK Flat for Rent in Neelachal, Sector 4 Dwarka, New Delhi",Sector 4 Dwarka,New Delhi,1900.0,4,3,3,Semi-Furnished,22.0,42000.0
"3 BHK Flat for Rent in Bellandur Lake Road, Bangalore",Bellandur Lake Road,Bangalore,2000.0,3,3,0,Furnished,29.0,58000.0
"3 BHK Flat for Rent in DDA Flats Vasant Kunj, Vasant Kunj, New Delhi",Vasant Kunj,New Delhi,1800.0,3,3,2,Semi-Furnished,42.0,75000.0
"3 BHK Flat for Rent in Sunteck Naigaon, Naigaon East, Mumbai",Naigaon East,Mumbai,751.0,3,3,0,Unfurnished,24.0,18000.0
"5 BHK Villa for Rent in Gera Isle Royale, Bavdhan Pune",Bavdhan,Pune,4500.0,5,5,0,Unfurnished,39.0,180000.0
"2 BHK Flat for Rent in Acropolis, Virar, Mumbai",Virar,Mumbai,830.0,2,2,0,Unfurnished,23.0,19000.0
"4 BHK Flat for Rent in Sector 19 Dwarka, New Delhi",Sector 19 Dwarka,New Delhi,2070.0,4,4,2,Unfurnished,36.22222222222222,75000.0
"3 BHK Flat for Rent in Kalpataru Estate, Jogeshwari Vikhroli Link Road, Mumbai",Jogeshwari Vikhroli Link Road,Mumbai,855.0,3,2,0,Semi-Furnished,102.0,87500.0
2 BHK House for Rent in Stage 2nd BTM Layout Bangalore,BTM Layout Stage 2,Bangalore,600.0,2,2,0,Unfurnished,23.0,14000.0
"3 BHK Flat for Rent in Runwal Anthurium, Vardhman Nagar, Mumbai",Vardhman Nagar,Mumbai,865.0,3,2,2,Semi-Furnished,75.0,65000.0
"3 BHK Flat for Rent in Jai Maa Apartment, Sector 5 Dwarka, New Delhi",Sector 5 Dwarka,New Delhi,1700.0,3,2,2,Semi-Furnished,21.0,36000.0
"2 BHK Flat for Rent in Ravi Nagar, Nagpur",Ravi Nagar,Nagpur,600.0,2,1,2,Unfurnished,35.0,21000.0
"1 BHK Flat for Rent in Suraj Apartments, Vishwakarma Colony, Mehrauli Badarpur Road, New Delhi",Vishwakarma Colony,New Delhi,1200.0,1,1,2,Unfurnished,8.0,10000.0
"1 BHK Flat for Rent in Andheri East, Mumbai",Andheri East,Mumbai,550.0,1,1,0,Semi-Furnished,45.0,25000.0
"3 BHK Flat for Rent in Kalpataru Radiance, Goregaon West, Mumbai",Goregaon West,Mumbai,1220.0,3,3,0,Semi-Furnished,102.0,130000.0
"2 BHK Flat for Rent in Doddaballapur Main Road, Bangalore",Doddaballapur Main Road,Bangalore,1000.0,2,2,0,Unfurnished,14.0,14000.0
"3 BHK Flat for Rent in Hemkunt Colony, Greater Kailash, New Delhi",Hemkunt Colony,New Delhi,1100.0,3,3,2,Furnished,100.0,110000.0
"3 BHK Flat for Rent in Clover Highlands, NIBM Road, Pune",NIBM Road,Pune,1669.0,3,3,0,Unfurnished,39.0,65000.0
"3 BHK Flat for Rent in Hosa Road, off Hosur Road, Bangalore",Hosa Road,Bangalore,1538.0,3,3,0,Semi-Furnished,36.0,55000.0
1 BHK House for Rent in Hadapsar Pune,Hadapsar,Pune,700.0,1,1,0,Unfurnished,17.0,12000.0
1 BHK House for Rent in Najafgarh New Delhi,Najafgarh,New Delhi,500.0,1,1,0,Unfurnished,10.0,5000.0
"1 BHK Flat for Rent in Borivali West, Mumbai",Borivali West,Mumbai,500.0,1,1,0,Semi-Furnished,36.0,18000.0
1 BHK House for Rent in Greater Kailash New Delhi,Greater Kailash,New Delhi,200.0,1,1,0,Semi-Furnished,150.0,30000.0
"1 BHK Flat for Rent in Sugaon, Pune",Sugaon,Pune,550.0,1,1,0,Unfurnished,18.0,10000.0
2 BHK House for Rent in Bajrang Nagar Nagpur,Bajrang Nagar,Nagpur,1000.0,2,2,4,Semi-Furnished,15.0,15000.0
"1 BHK Flat for Rent in Shiv Sai Residency, Pimpri Chinchwad, Pune",Pimpri Chinchwad,Pune,650.0,1,1,0,Furnished,32.0,21000.0
"1 BHK Flat for Rent in Suyog Nisarg, Wagholi, Pune",Wagholi,Pune,398.0,1,1,0,Unfurnished,33.0,13000.0
"2 BHK Flat for Rent in Godrej Central, Chembur, Mumbai",Chembur,Mumbai,771.0,2,2,0,Unfurnished,84.0,65000.0
"2 BHK Flat for Rent in BK Dutt Colony, New Delhi",Bk Dutt Colony,New Delhi,1000.0,2,2,0,Furnished,25.0,25000.0
"1 BHK Flat for Rent in Hiranandani Zen Maple, Powai, Mumbai",Powai,Mumbai,379.0,1,1,0,Furnished,172.0,65000.0
4 BHK Villa for Rent in Yelahanka Bangalore,Yelahanka,Bangalore,3175.0,4,4,2,Unfurnished,79.0,250000.0
"2 BHK Flat for Rent in Manjri, Manjri Budruk, Pune",Manjri,Pune,950.0,2,2,0,Semi-Furnished,9.0,9000.0
"3 BHK Flat for Rent in Haralur, Bangalore",Haralur,Bangalore,1740.0,3,3,0,Semi-Furnished,37.0,65000.0
"2 BHK Flat for Rent in Azadpur, Ring Road, New Delhi",Azadpur,New Delhi,720.0,2,2,0,Semi-Furnished,18.0,13000.0
"2 BHK Flat for Rent in Yeswanthpur, Bangalore",Yeswanthpur,Bangalore,700.0,2,2,0,Semi-Furnished,40.0,28000.0
"3 BHK Flat for Rent in Cox Town, Bangalore",Cox Town,Bangalore,1800.0,3,3,3,Furnished,42.0,75000.0
"3 BHK Flat for Rent in Haralur Main Road, Bangalore",Haralur Main Road,Bangalore,1300.0,3,2,2,Semi-Furnished,58.0,76000.0
1 BHK House for Rent in RT Nagar Bangalore,RT Nagar,Bangalore,250.0,1,1,0,Semi-Furnished,28.0,7000.0
"2 BHK Flat for Rent in Dighori Road, Nagpur",Dighori Road,Nagpur,950.0,2,2,3,Unfurnished,17.0,16000.0
"3 BHK Flat for Rent in Shiv Kailasa, Mihan, Nagpur",Mihan,Nagpur,1390.0,3,3,0,Semi-Furnished,15.0,21336.0
"1 BHK Flat for Rent in Shreeji Paradise, Aundh, Pune",Aundh,Pune,550.0,1,1,0,Unfurnished,40.0,22000.0
"3 BHK Flat for Rent in Signature Park, Wakad, Pune",Wakad,Pune,1000.0,3,2,2,Furnished,38.0,38000.0
"2 BHK Flat for Rent in Sion Hospital Colony, Mumbai",Sion Hospital Colony,Mumbai,680.0,2,2,2,Unfurnished,71.0,48000.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,1134.0,3,3,2,Semi-Furnished,62.0,70000.0
2 BHK House for Rent in Dhankawadi Pune,Dhankawadi,Pune,600.0,2,2,0,Unfurnished,20.0,12000.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,2960.0,3,3,2,Semi-Furnished,54.0,160000.0
"2 BHK Flat for Rent in Windsor, Shastri Nagar Andheri West, Mumbai",Shastri Nagar Andheri West,Mumbai,750.0,2,2,0,Furnished,103.0,77000.0
5 BHK Villa for Rent in Golf Links New Delhi,Golf Links,New Delhi,3625.0,5,5,0,Semi-Furnished,333.0,1210000.0
"3 BHK Flat for Rent in Bannerughatta, Bangalore",Bannerghatta,Bangalore,1342.0,3,2,0,Semi-Furnished,35.0,47000.0
"1 BHK Flat for Rent in Hadapsar, Pune",Hadapsar,Pune,550.0,1,1,0,Unfurnished,20.0,11000.0
1 BHK House for Rent in Kalkaji New Delhi,Kalkaji,New Delhi,400.0,1,1,0,Unfurnished,30.0,12000.0
1 BHK House for Rent in Mohan Garden Razapur Khurd New Delhi,Mohan Garden,New Delhi,405.0,1,1,0,Unfurnished,17.0,7000.0
"4 BHK Flat for Rent in Hari Nagar, New Delhi",Hari Nagar,New Delhi,2100.0,4,3,0,Semi-Furnished,19.0,40000.0
"2 BHK Flat for Rent in HAL Old Airport Road, Bangalore",HAL Old Airport Road,Bangalore,1250.0,2,2,0,Furnished,42.0,52000.0
2 BHK House for Rent in Nangloi New Delhi,Nangloi,New Delhi,630.0,2,2,0,Semi-Furnished,12.0,7500.0
1 BHK House for Rent in Viman Nagar Pune,Viman Nagar Central,Pune,650.0,1,1,0,Semi-Furnished,25.0,16000.0
"1 BHK Flat for Rent in Yewalewadi, Katraj, Pune",Yewalewadi,Pune,600.0,1,1,0,Unfurnished,11.0,6500.0
"2 BHK Flat for Rent in Kodathi, Bangalore",Kodathi,Bangalore,750.0,2,2,0,Semi-Furnished,35.0,26000.0
"2 BHK Flat for Rent in Hennur Gardens, Bangalore",Hennur,Bangalore,1100.0,2,2,0,Furnished,25.0,28000.0
"4 BHK Flat for Rent in K Raheja Artesia, Worli, Mumbai",Worli,Mumbai,3100.0,4,5,0,Unfurnished,387.0,1200000.0
2 BHK House for Rent in Phase 1 Electronics City Bangalore,Electronics City Phase 1,Bangalore,936.0,2,2,2,Furnished,34.0,32000.0
1 BHK House for Rent in Sambhagi Nagar Pune,Sambhaji Nagar,Pune,550.0,1,1,0,Unfurnished,16.0,9000.0
"3 BHK Flat for Rent in Gayatri Appartment, Sector 10 Dwarka, New Delhi",Sector 10 Dwarka,New Delhi,2000.0,3,3,2,Semi-Furnished,22.0,45000.0
"2 BHK Flat for Rent in Arpan Darpan CHS, Goregaon East, Mumbai",Goregaon East,Mumbai,640.0,2,2,0,Furnished,78.0,50000.0
"2 BHK Flat for Rent in Wardha Road, Nagpur",Wardha Road,Nagpur,950.0,2,2,0,Furnished,16.0,15000.0
"2 BHK Flat for Rent in Bibwewadi, Pune",Bibwewadi,Pune,1000.0,2,2,0,Semi-Furnished,18.0,18000.0
"2 BHK Flat for Rent in Godrej Boulevard, Manjri, Manjri Budruk, Pune",Manjri,Pune,760.0,2,2,2,Unfurnished,29.0,22000.0
2 BHK House for Rent in Varthur Bangalore,Varthur,Bangalore,510.0,2,2,0,Unfurnished,29.0,15000.0
2 BHK House for Rent in Lohegaon Pune,Lohegaon,Pune,1000.0,2,2,0,Unfurnished,10.0,10000.0
"1 BHK Flat for Rent in Sainik Farm, New Delhi",Sainik Farm,New Delhi,500.0,1,1,0,Unfurnished,20.0,10000.0
"3 BHK Flat for Rent in Prozone Palms, Wardha Road, Nagpur",Wardha Road,Nagpur,1009.0,3,4,2,Semi-Furnished,30.0,30000.0
3 BHK House for Rent in Sanjay Colony Narela New Delhi,Sanjay Colony Narela,New Delhi,1350.0,3,2,0,Semi-Furnished,9.0,12000.0
"2 BHK Flat for Rent in Mira Road Area, Mumbai",Mira Road,Mumbai,690.0,2,2,0,Unfurnished,25.0,17000.0
"1 BHK Flat for Rent in Odyssey Bhakti Park, Wadala, Mumbai",Wadala,Mumbai,425.0,1,1,0,Semi-Furnished,104.0,44000.0
"2 BHK Flat for Rent in Kamla Sahaniwas, Hazari Pahad, Nagpur",Hazari Pahad,Nagpur,570.0,2,2,0,Furnished,26.0,15000.0
3 BHK House for Rent in Vishnu Garden New Delhi,Vishnu Garden,New Delhi,1200.0,3,2,2,Unfurnished,15.0,18000.0
"3 BHK Flat for Rent in Epsilon, Kandivali East, Mumbai",Kandivali East,Mumbai,1025.0,3,3,0,Semi-Furnished,88.0,90001.0
"2 BHK Flat for Rent in Highland Park, Mulund West, Mumbai",Mulund West,Mumbai,700.0,2,2,0,Furnished,50.0,35000.0
"2 BHK Flat for Rent in SHRI RAM HEIGHTS FRIENDS COLONY, Friends Colony, Nagpur",Friends Colony,Nagpur,850.0,2,2,2,Semi-Furnished,14.0,12000.0
"3 BHK Flat for Rent in Avon Majesty, Borivali East, Mumbai",Borivali East,Mumbai,1000.0,3,2,0,Unfurnished,75.0,75000.0
"2 BHK Flat for Rent in Sant Nagar Burari, New Delhi",St Nagar Burari,New Delhi,450.0,2,1,0,Unfurnished,19.0,8500.0
1 BHK House for Rent in Wakad Road Pune,Wakad Road,Pune,550.0,1,1,0,Unfurnished,16.0,9000.0
1 BHK House for Rent in Sector 7 Dwarka New Delhi,Sector 7 Dwarka,New Delhi,300.0,1,1,0,Furnished,43.0,13000.0
"1 BHK Flat for Rent in Wadgaon Sheri, Pune",Wadgaon Sheri,Pune,660.0,1,1,0,Unfurnished,21.0,14000.0
"2 BHK Flat for Rent in Kurla West, Mumbai",Kurla West,Mumbai,800.0,2,2,0,Semi-Furnished,54.0,43000.0
"2 BHK Flat for Rent in Central Area, Mumbai",Central Area,Mumbai,750.0,2,2,0,Unfurnished,80.0,60000.0
"2 BHK Flat for Rent in Kengeri Satellite Town, Bangalore",Kengeri Satellite Town,Bangalore,1300.0,2,1,0,Semi-Furnished,15.0,20000.0
"3 BHK Flat for Rent in Pyramid Blossom, Besa, Nagpur",Besa,Nagpur,1078.0,3,2,0,Semi-Furnished,16.0,17000.0
"3 BHK Flat for Rent in Hebbal, Bangalore",Hebbal,Bangalore,1600.0,3,3,2,Unfurnished,43.0,69000.0
"2 BHK Flat for Rent in Wardha Road, Nagpur",Wardha Road,Nagpur,1000.0,2,2,0,Furnished,25.0,25000.0
1 BHK House for Rent in Nala Sopara Mumbai,Nala Sopara,Mumbai,550.0,1,1,0,Furnished,7.0,4000.0
"3 BHK Flat for Rent in Shapoorji Joyville Hadapsar Annexe, Hadapsar, Pune",Hadapsar,Pune,1280.0,3,3,2,Semi-Furnished,27.0,35000.0
"3 BHK Flat for Rent in Jangpura Extension, Jangpura, New Delhi",Jangpura Extension,New Delhi,1400.0,3,3,2,Semi-Furnished,54.0,75000.0
"3 BHK Flat for Rent in TATA Inora Park, Undri, Pune",Undri,Pune,1500.0,3,3,0,Semi-Furnished,15.0,22000.0
"3 BHK Flat for Rent in DDA Flats Sector 22, Dwarka, New Delhi",Dwarka,New Delhi,1400.0,3,2,3,Semi-Furnished,29.0,40000.0
"2 BHK Flat for Rent in Sector 4 HSR Layout, Bangalore",Sector 4 HSR Layout,Bangalore,1150.0,2,2,0,Semi-Furnished,39.0,45000.0
"1 BHK Flat for Rent in Govindpuri, New Delhi",Govindpuri,New Delhi,450.0,1,1,0,Furnished,49.0,22000.0
2 BHK House for Rent in Teka Nagpur,Teka,Nagpur,1200.0,2,2,0,Semi-Furnished,10.0,12000.0
"4 BHK Flat for Rent in Greater Kailash, New Delhi",Greater Kailash,New Delhi,2700.0,4,5,2,Semi-Furnished,81.0,220000.00000000003
3 BHK House for Rent in Palam Extension New Delhi,Palam Extension,New Delhi,810.0,3,3,0,Unfurnished,23.0,18500.0
1 BHK House for Rent in Hanuman Nagar Nagpur,Hanuman Nagar,Nagpur,150.0,1,1,0,Semi-Furnished,27.0,4000.0
"2 BHK Flat for Rent in Pranayraj Plaza, Gokul Nagar Dhanori, Pune",Gokul Nagar Dhanori,Pune,1050.0,2,2,0,Unfurnished,17.0,18000.0
"4 BHK Flat for Rent in Whitefield, Bangalore",Whitefield,Bangalore,4000.0,4,5,4,Semi-Furnished,38.0,150000.0
"3 BHK Flat for Rent in Sarjapur Road, Bangalore",Sarjapur Road,Bangalore,1650.0,3,3,0,Semi-Furnished,39.0,65000.0
